product_id,product_category,original_price,discount_applied,units_sold
32280,Laptops,43.99,10,241
32798,Phones,32.99,40,635
33436,Laptops,539.99,5,60
16708,Power & Batteries,25.49,10,212
36409,Other Electronics,24.99,40,483
13865,Other Electronics,33.9,15,132
39170,Other Electronics,149.99,40,157
25889,Phones,79.95,10,124
2280,Laptops,293.15,30,570
33145,Phones,39.99,40,695
37966,Laptops,34.99,10,373
2440,Laptops,99.99,40,811
26132,Laptops,43.99,0,199
18379,Other Electronics,14.29,15,222
2633,Laptops,34.99,0,55
21430,Laptops,16.87,5,314
31292,Networking,78.99,40,329
25450,Headphones,213.0,5,57
23321,Laptops,1899.0,40,77
22038,Printers & Scanners,14.99,30,424
6086,Other Electronics,37.49,30,890
28586,Power & Batteries,7.79,30,707
18658,Other Electronics,129.94,15,104
25568,Cameras,356.99,40,78
5082,Phones,59.95,40,821
8397,Phones,109.99,20,249
577,Laptops,74.99,10,3316
29694,Laptops,29.99,0,164
15520,Other Electronics,27.49,40,303
30348,Headphones,199.95,15,121
29929,Power & Batteries,16.61,0,1000
36346,Other Electronics,24.99,10,384
21983,Laptops,16.87,20,414
13570,TV & Display,179.99,0,53
37908,Other Electronics,212.06,15,128
1088,Laptops,268.89,10,1145
4147,Laptops,58.92,30,880
17387,Other Electronics,129.94,30,129
34502,Networking,799.99,30,73
20041,Laptops,349.0,10,55
32006,TV & Display,79.0,20,146
13421,Headphones,99.99,15,132
27461,Phones,109.99,40,324
26884,Laptops,739.0,30,73
17586,Other Electronics,14.29,10,186
24070,Cameras,49.95,0,128
20548,Power & Batteries,28.91,30,298
40676,Other Electronics,169.95,5,111
17046,Headphones,124.99,15,77
7744,Power & Batteries,16.19,0,1028
5676,TV & Display,21.99,20,643
28171,Laptops,539.99,20,68
4702,Chargers & Cables,11.99,10,1195
41256,Phones,179.95,20,2560
39741,Printers & Scanners,229.99,5,100
16525,Power & Batteries,28.91,30,283
3744,Laptops,279.0,0,281
32251,Phones,32.99,30,592
28035,Printers & Scanners,609.0,40,66
27163,Power & Batteries,16.61,15,1145
38663,Power & Batteries,44.99,30,295
38688,Power & Batteries,9.99,10,1090
1467,Power & Batteries,25.47,30,28527
32011,Speakers,69.99,15,393
37088,Smart Home,184.95,0,78
35509,Laptops,45.99,5,215
27534,Chargers & Cables,19.98,0,388
9567,Other Electronics,9.99,0,405
16899,Other Electronics,129.94,10,105
2364,Other Electronics,84.95,15,1173
2875,Laptops,20.95,0,988
8097,Other Electronics,89.98,0,168
23892,Storage,119.99,5,61
15129,Other Electronics,27.49,20,240
26567,TV & Display,49.99,5,291
13739,Other Electronics,8.78,15,468
11485,Storage,26.99,15,213
42050,Laptops,429.0,10,62
42345,Phones,144.0,30,143
19021,Laptops,349.0,30,67
17405,Laptops,389.99,30,72
30970,Other Electronics,77.0,20,129
36399,Laptops,321.89,15,66
35897,Laptops,321.89,20,54
14292,Speakers,199.99,30,68
13310,Other Electronics,269.0,30,76
14855,Laptops,43.99,5,221
17263,TV & Display,24.99,15,246
22498,Laptops,1899.0,30,66
26230,Phones,32.99,0,395
40630,Printers & Scanners,229.99,40,168
40996,Printers & Scanners,245.0,15,125
34990,Cameras,769.0,20,61
40921,Printers & Scanners,229.99,15,128
16958,Printers & Scanners,27.33,10,233
40905,Phones,39.95,0,308
8796,Phones,24.99,30,456
20773,Laptops,349.0,10,56
690,Speakers,97.99,5,3171
33459,Power & Batteries,16.61,15,1180
39693,Printers & Scanners,229.99,15,133
15616,Laptops,49.99,5,126
4270,Power & Batteries,16.19,40,1658
38106,Speakers,32.99,10,239
29706,Power & Batteries,23.26,0,20145
38885,Headphones,129.99,30,1410
9270,Phones,32.99,10,238
17691,Printers & Scanners,27.33,20,275
10005,Phones,8.92,30,730
10112,TV & Display,259.99,10,107
35388,Power & Batteries,23.26,0,20038
30297,Chargers & Cables,34.99,15,369
33451,Speakers,69.99,10,334
28116,Laptops,29.99,5,224
30721,Laptops,131.89,0,208
35578,Phones,34.99,40,330
25020,Phones,48.62,40,150
40855,Cameras,89.99,15,219
37792,Cameras,769.0,0,58
33705,Phones,32.99,30,590
28343,Power & Batteries,7.79,5,529
15149,TV & Display,179.99,30,67
29395,Other Electronics,54.99,30,134
32602,Phones,32.99,20,517
12299,Laptops,50.5,0,101
23471,Power & Batteries,17.99,0,89819
17334,Laptops,389.99,40,106
14702,Storage,26.99,10,247
27977,Laptops,38.99,5,215
41457,Phones,39.95,5,285
4743,Laptops,995.45,40,165
38264,Other Electronics,24.99,20,414
526,Laptops,399.0,5,2067
28283,Power & Batteries,7.79,0,486
20687,Cameras,34.99,40,334
14979,Other Electronics,8.78,40,670
1939,Phones,132.87,20,1290
25005,Cameras,269.95,5,100
17968,Laptops,389.99,20,58
34106,Phones,179.99,5,111
4276,Speakers,229.99,40,491
30813,TV & Display,79.0,40,170
2095,Laptops,249.99,5,542
4925,Other Electronics,144.99,10,330
28995,Power & Batteries,7.79,40,763
19195,Laptops,389.99,5,65
41741,Chargers & Cables,329.99,40,67
8811,Cameras,29.99,20,395
37347,Other Electronics,19.88,0,276
4825,Phones,199.99,10,464
32217,Laptops,43.99,40,310
25340,Cameras,119.99,5,107
1949,Laptops,409.0,5,588
24668,Power & Batteries,16.61,20,1273
8422,Other Electronics,569.95,10,57
42314,Laptops,429.0,40,84
39393,Phones,18.98,5,512
26056,Speakers,69.99,0,290
38531,Power & Batteries,44.99,30,284
5057,Laptops,19.95,40,815
30501,Laptops,43.99,0,193
38218,Phones,119.99,5,103
2302,Phones,79.99,0,1017
39238,TV & Display,29.98,10,315
24321,Other Electronics,475.0,40,69
11387,Other Electronics,269.0,40,86
9048,Laptops,26.97,5,332
13155,Phones,199.99,20,63
2413,Power & Batteries,16.19,10,1139
17852,Cameras,66.01,0,98
252,TV & Display,299.99,5,6465
26029,Phones,32.99,10,420
1868,Phones,119.99,0,1008
5122,Cameras,69.95,5,493
11018,Other Electronics,34.69,30,262
14272,Power & Batteries,25.99,15,241
30128,Phones,32.99,20,517
4704,Power & Batteries,25.47,0,19640
9801,TV & Display,129.97,30,76
23698,Phones,119.99,0,982
31614,Phones,39.99,15,512
28629,Power & Batteries,16.61,15,1205
36157,Other Electronics,55.99,40,476
14977,Laptops,43.99,10,224
26974,Power & Batteries,16.61,20,1293
38383,Other Electronics,20.95,20,373
21557,Power & Batteries,17.99,0,89370
41237,Chargers & Cables,1099.99,15,65
28394,Headphones,199.95,20,133
21704,Printers & Scanners,80.05,5,114
37644,Gaming,329.99,20,250
33387,Laptops,269.0,0,92
18994,Laptops,349.0,30,69
22111,Printers & Scanners,80.05,40,155
28395,Cameras,23.99,40,618
28610,Headphones,199.95,30,138
28046,Phones,32.99,20,477
40799,Laptops,649.99,10,110
39177,Other Electronics,24.99,15,368
35195,Phones,25.99,30,439
42284,Laptops,429.0,0,41
14712,Other Electronics,10.6,0,305
17827,Power & Batteries,25.47,15,23901
5183,Chargers & Cables,22.99,40,1563
12100,TV & Display,179.99,15,51
11104,Phones,139.95,15,110
5647,Cameras,69.95,30,721
24440,Storage,199.99,0,113
15535,Laptops,299.99,15,56
18388,Cameras,66.01,30,145
19544,Cameras,66.22,15,122
22514,Headphones,213.0,0,48
5391,Phones,119.99,0,961
19218,Cameras,66.22,10,111
8555,Other Electronics,16.8,20,655
21356,Storage,93.99,5,117
34038,Power & Batteries,40.99,0,199
39368,Phones,18.98,5,556
38409,Printers & Scanners,229.99,10,146
29337,Phones,39.99,20,524
28527,Power & Batteries,40.99,30,282
40991,Other Electronics,169.95,20,130
37328,Phones,25.99,20,391
38643,Laptops,25.99,30,672
20125,Laptops,349.0,10,51
30119,Laptops,539.99,15,58
41884,Other Electronics,169.95,20,123
23682,Storage,99.99,20,1281
7628,Printers & Scanners,399.99,10,54
35365,Networking,89.99,15,118
41386,Phones,99.99,20,139
100,Phones,27.99,20,12741
9044,Laptops,99.99,15,130
4325,Laptops,39.99,0,524
21183,Power & Batteries,28.91,40,339
20380,Storage,93.99,30,140
42397,Phones,219.99,0,101
11411,Other Electronics,269.0,40,73
20098,Cameras,130.0,30,146
41142,Phones,219.99,30,119
4311,Laptops,139.99,40,503
4178,Phones,497.99,20,241
14329,Speakers,149.95,30,123
25159,Power & Batteries,16.61,40,1571
1613,Phones,129.5,5,1031
1365,Other Electronics,23.09,15,3458
27505,Phones,15.87,15,4791
16813,Cameras,115.3,5,103
3819,Cameras,2499.95,15,106
24241,Power & Batteries,16.61,10,1061
27497,Speakers,69.99,40,489
6841,Laptops,499.99,15,135
26754,Chargers & Cables,34.99,15,408
32937,Power & Batteries,23.26,15,23707
10587,Speakers,119.95,30,131
20272,TV & Display,24.99,0,206
17569,Cameras,66.01,10,135
16117,Storage,93.99,15,113
28971,Other Electronics,7.29,10,538
4114,Cameras,971.99,30,127
20792,Phones,199.95,10,104
15739,Laptops,299.99,10,73
17551,Cameras,115.3,5,103
22963,Laptops,39.99,30,122
36320,Phones,119.99,15,125
31207,Laptops,539.99,0,48
21134,Other Electronics,14.29,0,196
3193,Power & Batteries,16.19,40,1597
42380,Cameras,89.99,0,204
21839,Cameras,49.95,0,94
5101,Cameras,26.99,15,579
13098,Other Electronics,659.0,0,42
23342,Storage,199.99,30,150
28618,Speakers,69.99,30,428
28894,Cameras,23.99,10,412
38836,Laptops,321.89,40,77
27173,Laptops,38.99,5,232
7911,Power & Batteries,84.99,20,240
18777,Chargers & Cables,85.99,0,48
12897,Speakers,149.95,20,115
35507,Phones,119.99,20,122
36639,Phones,25.99,20,377
38064,Laptops,139.99,10,124
15208,Headphones,99.99,30,159
28017,Laptops,29.99,0,208
16989,Phones,49.97,15,3577
33265,Power & Batteries,16.61,10,1118
37478,Laptops,139.99,40,168
2596,Other Electronics,68.15,30,1385
1775,Other Electronics,54.99,40,1579
22244,Laptops,16.87,15,369
25432,Cameras,49.95,40,159
17996,Laptops,369.0,30,74
3848,Other Electronics,185.0,0,280
1874,Other Electronics,27.97,10,1133
4649,Power & Batteries,16.19,20,1239
16426,Storage,93.99,10,122
15461,Headphones,99.99,10,105
40434,Chargers & Cables,22.99,0,404
28972,Chargers & Cables,19.98,20,525
15575,Laptops,43.99,20,254
38429,Other Electronics,212.06,5,99
20393,Other Electronics,129.94,5,109
22470,Other Electronics,475.0,30,66
31720,Phones,15.87,15,4788
16081,Cameras,115.0,5,114
15026,Storage,26.99,40,328
37709,Laptops,25.99,0,476
9810,Laptops,429.0,10,44
7385,TV & Display,49.99,40,488
11749,Power & Batteries,6.95,20,764
18933,Storage,93.99,10,102
35871,Gaming,179.99,0,113
31675,Power & Batteries,7.79,40,849
17041,Cameras,115.3,10,123
33021,Chargers & Cables,34.99,20,396
33162,Laptops,43.99,5,215
15469,Phones,185.0,40,153
8536,Laptops,179.45,15,111
23456,Power & Batteries,16.61,40,1622
1574,Other Electronics,399.0,20,630
23681,Cameras,49.95,40,140
19409,Phones,29.99,40,148
36931,Other Electronics,24.99,20,364
41453,Phones,144.0,20,124
14518,Phones,199.99,30,76
36971,Phones,13.99,30,619
31202,Other Electronics,7.29,20,606
25296,Headphones,124.99,0,49
28765,Other Electronics,206.96,20,133
33737,Laptops,43.99,30,298
2030,Chargers & Cables,109.99,40,847
5889,Laptops,76.99,30,694
30327,Chargers & Cables,34.99,10,324
13214,Headphones,99.99,0,87
17878,Power & Batteries,28.91,5,212
21848,Laptops,24.99,10,323
39828,Power & Batteries,44.99,30,300
3081,Chargers & Cables,9.92,40,3218
34396,Phones,179.99,10,133
397,Laptops,131.99,10,4569
41467,Cameras,499.99,10,54
34419,Phones,39.99,0,410
35172,Phones,25.99,5,322
27930,Cameras,23.99,40,647
42490,Laptops,79.99,5,209
37527,Phones,57.99,20,266
37531,Laptops,321.89,30,69
19375,Chargers & Cables,85.99,15,52
17050,Power & Batteries,28.91,0,223
6752,Laptops,169.99,5,229
39847,Chargers & Cables,22.99,30,632
3700,Phones,30.99,30,1415
31361,Phones,26.66,0,100
31117,Phones,109.99,0,189
17406,Chargers & Cables,59.95,30,303
8425,Phones,119.99,20,1250
4575,Phones,81.7,5,230
1578,Laptops,4.0,15,8271
14797,Chargers & Cables,579.99,15,76
13741,Storage,29.99,15,232
14664,Other Electronics,10.6,10,346
18089,Cameras,66.01,5,92
694,Laptops,172.99,10,3438
10117,Phones,23.99,10,1111
39516,Laptops,25.99,30,737
19933,Other Electronics,14.29,10,258
6658,Cameras,69.95,40,843
39080,Other Electronics,89.95,20,134
25541,Cameras,356.99,20,68
3232,TV & Display,24.99,0,1042
40016,Laptops,8.99,0,451
11169,Storage,26.99,5,211
7872,Cameras,69.95,5,523
31417,Speakers,109.99,40,176
34408,Headphones,199.95,20,116
7698,Headphones,69.99,0,100
23440,Laptops,1899.0,30,71
33452,Power & Batteries,7.79,0,524
1013,Cameras,120.99,10,1078
17697,Other Electronics,14.29,15,247
17649,Phones,29.99,30,422
40301,Other Electronics,169.95,15,127
13410,Other Electronics,10.6,15,354
36917,Other Electronics,19.88,20,392
12146,Phones,199.99,15,54
9685,Gaming,49.99,15,271
14385,Laptops,43.99,10,238
24820,Cameras,119.99,5,93
20264,Power & Batteries,25.49,40,325
24187,Phones,8.99,20,626
10428,Other Electronics,21.99,0,292
4513,Phones,89.95,10,560
39930,Storage,21.39,15,359
5000,Phones,9.99,0,976
27605,Phones,23.99,10,1143
37202,Phones,13.99,30,567
6266,Other Electronics,1198.0,30,79
7587,Power & Batteries,25.47,20,25590
2476,Phones,119.99,15,1189
17506,Other Electronics,14.29,20,242
1777,Phones,27.99,30,2869
2605,Storage,144.99,10,559
1387,Laptops,699.99,0,490
39231,Phones,57.99,5,199
40924,Printers & Scanners,245.0,15,110
8152,Speakers,31.99,20,414
29548,Networking,78.99,0,210
14857,Other Electronics,8.78,0,373
396,Other Electronics,16.86,5,10687
35881,Cameras,769.0,10,55
1539,Other Electronics,81.35,5,1063
41627,Laptops,8.99,40,798
13958,Phones,9.95,5,330
32243,Wearables,699.99,40,73
7247,Cameras,18.99,10,540
36007,Laptops,45.99,10,221
16214,Laptops,389.99,10,53
34893,Other Electronics,19.88,0,309
37741,Phones,57.99,0,211
732,Cameras,39.99,15,4796
23792,Cameras,49.95,30,158
32440,Networking,143.95,15,249
30172,Wearables,699.99,5,47
13422,Phones,9.95,5,310
15151,Other Electronics,659.0,15,54
14643,Other Electronics,659.0,20,48
26898,TV & Display,79.0,30,145
14927,Networking,89.99,5,104
31985,Speakers,109.99,20,142
9808,Other Electronics,99.99,20,127
33394,Phones,15.87,40,6347
8117,Laptops,499.0,30,55
35268,Laptops,139.99,40,154
30329,Phones,39.99,10,427
30195,Power & Batteries,16.61,0,957
14268,Power & Batteries,6.95,15,682
35082,Other Electronics,24.99,40,520
6637,Chargers & Cables,185.99,30,304
18159,Cameras,115.0,0,92
38581,Laptops,45.99,15,222
37301,Phones,25.99,0,328
35071,Other Electronics,19.88,15,386
33953,Phones,109.99,0,191
27766,Laptops,269.0,40,157
42012,Power & Batteries,9.98,10,227
41866,Headphones,59.0,20,392
3754,Phones,189.0,15,348
25055,Cameras,356.99,20,71
22873,Laptops,1899.0,15,63
41914,Phones,144.0,30,145
10872,Laptops,9.99,30,707
1916,TV & Display,199.0,15,1107
36843,Other Electronics,12.23,10,553
6331,Power & Batteries,16.19,0,967
39486,Phones,57.99,15,273
14411,Other Electronics,8.78,0,416
24582,Storage,59.99,10,122
39406,TV & Display,29.98,5,325
1138,Networking,291.55,40,1568
11862,Other Electronics,27.49,20,281
13298,Other Electronics,39.99,15,1210
38265,Speakers,32.99,40,289
11626,Other Electronics,659.0,30,67
27539,Phones,79.95,10,108
611,Other Electronics,99.0,0,2012
9988,TV & Display,59.99,15,116
38319,Smart Home,184.95,40,149
18446,Laptops,349.0,0,46
4186,Cameras,69.95,5,538
10671,Chargers & Cables,19.99,15,351
21046,Printers & Scanners,27.33,20,239
9923,Storage,30.0,15,377
20371,Power & Batteries,28.91,20,231
40655,Laptops,282.04,0,95
41829,Cameras,499.99,15,55
37121,Other Electronics,55.99,40,492
37884,Other Electronics,19.88,10,332
36761,Power & Batteries,44.99,30,266
17121,Printers & Scanners,27.33,10,201
16818,Headphones,124.99,5,43
38551,Phones,27.99,10,371
34257,Laptops,29.99,40,375
2262,Other Electronics,49.99,5,2157
38746,Other Electronics,212.06,0,114
30363,Networking,143.95,20,256
4417,Other Electronics,100.0,30,687
17900,Cameras,115.0,0,95
16059,Power & Batteries,28.91,20,267
18168,Power & Batteries,28.91,20,291
27760,Phones,15.87,5,4265
26782,Other Electronics,77.0,40,133
6992,Chargers & Cables,156.99,10,224
11269,Power & Batteries,112.08,10,110
5273,Phones,9.99,30,1534
16100,Laptops,389.99,40,80
41795,Chargers & Cables,15.98,30,760
16299,Laptops,389.99,40,88
37334,Other Electronics,24.99,5,310
6452,Phones,54.95,5,230
34535,Phones,57.99,0,205
42191,Printers & Scanners,239.99,5,116
2771,Other Electronics,24.99,10,1117
28899,Power & Batteries,7.79,5,524
9408,Other Electronics,129.99,5,105
26297,Other Electronics,54.99,20,122
14699,Headphones,99.99,5,96
12470,Phones,185.0,40,163
7616,Other Electronics,35.99,40,631
28882,Chargers & Cables,19.98,30,572
28284,Laptops,269.0,0,125
13586,Laptops,299.99,5,52
16539,Chargers & Cables,59.95,40,324
5377,Cameras,69.95,30,696
23523,Laptops,39.99,15,105
27978,Laptops,43.99,15,247
28984,Phones,109.99,40,326
25380,Power & Batteries,25.47,20,25534
17482,Power & Batteries,28.91,40,336
20668,Power & Batteries,28.91,20,247
33972,Networking,78.99,15,218
7903,Other Electronics,14.49,30,744
23915,Laptops,1899.0,20,61
3137,Other Electronics,799.95,30,307
37972,Cameras,769.0,30,83
29333,Laptops,269.0,20,137
6629,Chargers & Cables,25.99,10,539
26581,Phones,109.99,40,303
32324,Networking,78.99,30,288
23861,Cameras,356.99,10,49
30969,TV & Display,79.0,5,80
3722,Networking,49.99,15,1203
11013,Other Electronics,36.49,0,207
18469,Other Electronics,129.94,15,145
5636,Laptops,435.49,15,140
35027,Phones,34.99,30,274
4798,Phones,109.99,10,465
37319,Laptops,25.99,40,791
27779,Phones,119.99,10,1134
11865,Other Electronics,8.94,20,484
19092,Cameras,66.01,0,108
6141,Power & Batteries,25.47,10,22402
34371,Laptops,539.99,20,66
30731,Phones,39.99,0,399
35851,Speakers,32.99,10,218
32606,Power & Batteries,7.79,15,575
16854,Storage,93.99,15,108
39817,Networking,89.99,0,98
41057,Chargers & Cables,1099.99,0,49
8391,Power & Batteries,25.47,10,22574
30113,Chargers & Cables,19.98,40,647
21622,Phones,85.0,10,809
15984,Power & Batteries,25.47,0,19990
41763,Cameras,89.99,30,316
15016,Speakers,149.95,40,163
32190,Laptops,43.99,40,322
35202,Other Electronics,55.99,0,306
9720,Laptops,702.85,20,63
11867,Storage,29.99,20,226
24363,Power & Batteries,16.61,20,1311
2857,Power & Batteries,16.19,15,1163
9502,Phones,33.99,15,252
30759,Networking,143.95,20,258
34216,Laptops,38.99,20,210
21069,Power & Batteries,25.47,40,32519
8858,Power & Batteries,249.99,30,115
19929,Laptops,349.0,0,58
21223,Power & Batteries,25.47,15,23910
16974,Phones,29.99,40,160
8165,Phones,16.49,20,641
3615,Other Electronics,174.57,30,277
40616,Other Electronics,9.1,5,627
19550,Power & Batteries,16.61,10,1137
16308,Headphones,124.99,20,58
4996,Networking,189.99,15,237
16799,Storage,93.99,20,136
40725,Laptops,79.99,5,204
6003,Cameras,1295.0,0,35
4797,Phones,19.98,15,1254
9438,Power & Batteries,25.47,0,20018
22306,Laptops,39.99,40,156
3585,Laptops,74.99,40,813
18926,Other Electronics,14.29,10,203
29428,Other Electronics,54.99,30,176
3775,Cameras,69.95,0,507
19562,Other Electronics,14.29,20,263
14962,Phones,23.99,30,1441
3794,Cameras,69.95,5,536
28597,Phones,15.87,0,3983
41647,Printers & Scanners,239.99,5,111
37362,Phones,18.98,30,726
29719,Laptops,38.99,15,231
10882,Other Electronics,49.95,15,137
16001,Headphones,124.99,20,68
6119,Laptops,339.0,20,115
4097,Storage,15.81,20,888
38691,Other Electronics,269.99,5,110
26584,Phones,32.99,10,440
37998,Other Electronics,55.99,10,321
13977,Power & Batteries,25.47,10,22410
9568,Other Electronics,598.0,15,58
21472,Phones,119.99,15,1192
28538,Other Electronics,206.96,40,179
22281,Cameras,49.95,10,114
28210,Headphones,199.95,30,139
36204,Phones,25.99,20,391
28611,Cameras,23.99,0,440
11746,Laptops,43.99,40,314
39587,Laptops,1649.99,30,64
38633,Other Electronics,89.95,30,152
20768,Headphones,124.99,10,54
26496,Power & Batteries,23.26,0,20058
11984,Phones,185.0,10,123
39232,Other Electronics,212.06,0,113
27310,Laptops,269.0,20,152
42230,Phones,179.95,30,2839
38247,Smart Home,184.95,15,116
27991,Speakers,109.99,10,111
35555,TV & Display,29.98,10,323
19120,Laptops,389.99,30,66
14159,Headphones,99.99,40,148
13245,Other Electronics,27.49,30,282
30517,Power & Batteries,16.61,20,1280
39423,Phones,57.99,40,302
4108,Wearables,179.99,5,435
22216,Storage,199.99,10,119
23272,Laptops,39.99,0,100
2148,Other Electronics,109.99,20,1163
36237,Phones,25.99,30,375
4329,Printers & Scanners,209.99,5,319
12211,Laptops,43.99,10,235
17951,Power & Batteries,28.91,10,224
10712,Phones,34.99,30,281
21423,Laptops,39.99,30,150
11356,Storage,26.99,30,308
30729,Chargers & Cables,34.99,15,324
7021,Gaming,119.99,5,314
2993,Phones,19.99,20,2495
20093,Laptops,389.99,30,73
12410,TV & Display,179.99,0,45
26892,Cameras,74.99,10,244
30316,Cameras,23.99,20,486
27981,Laptops,15.96,15,11907
28491,Chargers & Cables,34.99,30,428
19516,Power & Batteries,16.61,40,1572
12995,Power & Batteries,6.95,10,729
14809,Storage,29.99,40,304
36604,Other Electronics,269.99,5,105
21127,Other Electronics,129.94,30,125
12407,Chargers & Cables,579.99,30,66
40109,Chargers & Cables,1099.99,40,57
19468,Laptops,389.99,30,79
34168,Wearables,18.98,30,42981
36747,Laptops,34.99,20,377
18593,Printers & Scanners,27.33,0,213
16306,Printers & Scanners,27.33,30,300
39500,Other Electronics,149.99,30,141
11256,Other Electronics,8.94,15,477
35343,Other Electronics,269.99,20,143
12482,Speakers,149.95,10,107
29514,Laptops,269.0,0,100
40973,Phones,144.0,10,106
31910,Laptops,659.0,10,47
37009,Laptops,321.89,5,48
35430,Other Electronics,269.99,5,84
13093,Chargers & Cables,579.99,10,44
41517,Laptops,79.99,40,320
34616,Other Electronics,212.06,15,112
16147,Power & Batteries,16.61,5,1008
27414,Phones,26.66,5,101
39395,Other Electronics,269.99,5,123
17186,Storage,93.99,5,90
27651,Headphones,199.95,0,126
32227,Other Electronics,54.99,10,111
21151,Other Electronics,129.94,40,153
15098,Chargers & Cables,579.99,40,82
4558,Power & Batteries,16.19,0,1038
3984,Laptops,225.99,20,515
26061,Phones,15.87,40,6474
16561,Laptops,389.99,20,66
18128,Laptops,369.0,40,88
30963,Headphones,199.95,30,139
27159,Chargers & Cables,19.98,20,504
4685,Phones,99.99,0,399
39738,Laptops,139.99,30,146
2507,Networking,59.66,10,1161
21303,Storage,93.99,40,151
2549,Other Electronics,27.49,20,1245
4287,Laptops,599.0,5,111
1329,Chargers & Cables,309.99,20,1266
8626,Printers & Scanners,139.99,15,122
41611,Other Electronics,9.1,5,606
8212,Power & Batteries,16.19,5,1104
31666,Headphones,199.95,5,113
9207,Other Electronics,19.99,40,450
27843,Laptops,131.89,30,281
11139,Other Electronics,119.0,40,103
2044,Networking,159.99,20,1255
744,Power & Batteries,16.19,40,1595
5126,TV & Display,396.97,5,112
5234,Chargers & Cables,9.99,30,736
14324,Networking,89.99,15,95
4444,TV & Display,9.99,0,986
35198,Gaming,179.99,15,119
40369,Other Electronics,12.23,10,540
39352,Phones,13.99,30,569
3180,Laptops,78.99,30,731
37391,Power & Batteries,44.99,5,217
25924,Power & Batteries,16.61,15,1215
1520,Printers & Scanners,279.99,20,770
22105,Headphones,213.0,10,49
19111,Storage,93.99,40,160
37867,Other Electronics,89.95,30,121
25192,Phones,8.99,40,795
8145,Power & Batteries,25.47,15,23964
25081,Other Electronics,475.0,5,48
18234,Other Electronics,129.94,20,117
4213,Chargers & Cables,6.99,5,1082
39603,Smart Home,184.95,10,109
41131,Laptops,429.0,40,89
35214,Power & Batteries,44.99,40,289
15012,Other Electronics,10.6,15,346
4524,Power & Batteries,25.47,40,32476
32178,Phones,49.99,5,3251
20658,Storage,93.99,10,119
24381,Other Electronics,475.0,30,55
37763,Phones,119.99,20,121
35764,Phones,34.99,15,252
7278,TV & Display,129.99,15,255
22509,Power & Batteries,25.47,40,32294
14884,Phones,9.95,10,322
17566,Phones,29.99,40,492
14199,Cameras,122.0,15,107
21647,Laptops,16.87,20,385
17711,Networking,129.99,20,126
31933,Networking,78.99,15,243
16580,Cameras,66.01,5,108
40493,Printers & Scanners,245.0,40,162
3386,Laptops,1499.0,5,97
14013,Other Electronics,10.6,40,472
17327,Cameras,66.01,20,127
41212,Phones,599.95,5,48
4230,Printers & Scanners,32.89,40,1088
3697,Other Electronics,140.49,10,594
23469,Headphones,124.99,0,39
3916,TV & Display,42.99,30,743
17478,Printers & Scanners,27.33,15,218
3415,Power & Batteries,16.19,40,1660
35546,Laptops,949.0,10,60
6564,Other Electronics,32.99,20,638
12755,Chargers & Cables,579.99,0,53
7617,Phones,129.95,30,283
16194,Other Electronics,14.97,40,32344
16650,Printers & Scanners,27.33,20,263
29375,Laptops,145.0,40,147
8496,Phones,239.99,0,88
14680,Phones,185.0,10,114
9986,Phones,46.99,0,179
5550,Other Electronics,42.99,40,1010
35866,Networking,799.99,5,56
11291,Cameras,122.0,10,98
19586,Chargers & Cables,59.95,15,228
34683,Laptops,25.99,20,617
2908,Storage,34.99,5,1130
29154,Power & Batteries,16.61,40,1660
41613,Other Electronics,12.23,15,564
42124,Other Electronics,149.99,0,93
21101,Laptops,59.99,5,1038
14981,Storage,29.99,40,357
26432,Power & Batteries,23.26,15,24034
15701,Headphones,99.99,10,151
36667,Other Electronics,55.99,0,318
40987,Cameras,499.99,15,63
25291,Cameras,49.95,0,116
22887,Power & Batteries,25.47,15,23541
39861,Power & Batteries,23.26,20,25594
19826,Chargers & Cables,59.95,10,224
35433,Power & Batteries,44.99,5,209
5753,Other Electronics,19.99,15,643
27934,Speakers,69.99,0,290
36492,Phones,13.99,10,442
24570,Laptops,16.87,5,311
12265,Phones,9.95,0,308
12180,Headphones,99.99,10,105
36449,Other Electronics,12.23,0,470
37287,Phones,57.99,40,4938
23354,Phones,48.62,30,142
14569,Other Electronics,40.99,30,122
18876,Headphones,124.99,10,64
26368,Other Electronics,7.29,40,802
3546,Power & Batteries,25.47,5,21432
4279,Other Electronics,14.89,5,1066
12780,Other Electronics,33.9,0,85
26210,Power & Batteries,23.26,10,22705
3759,Power & Batteries,25.47,40,32290
22555,Laptops,16.87,15,362
6337,Other Electronics,5.51,30,1463
32576,Laptops,29.99,40,305
30417,Power & Batteries,7.79,5,507
1297,Other Electronics,12.22,40,6484
7473,Laptops,249.0,30,146
18605,TV & Display,24.99,15,231
27573,Power & Batteries,23.26,15,23987
7382,Laptops,49.99,20,1284
25346,Power & Batteries,17.99,0,90219
23740,Storage,59.99,0,91
23911,Headphones,124.99,0,40
5520,Phones,18.98,10,1031
31716,Networking,78.99,5,197
16165,Power & Batteries,25.49,40,341
29905,Laptops,145.0,5,110
13710,Other Electronics,659.0,20,68
40198,Printers & Scanners,229.99,30,118
22099,Power & Batteries,16.61,20,1314
7821,Laptops,499.99,20,132
26996,Power & Batteries,40.99,15,278
8302,Power & Batteries,16.19,0,1007
17463,TV & Display,360.95,40,87
6280,Laptops,19.99,10,544
10897,Wearables,149.95,5,65
